train/loss/total,train/acc/total,epoch,step
0.1637059897184372,0.9452806115150452,24,49
0.1041823998093605,0.9646284580230713,49,99
0.08346562087535858,0.9665915369987488,74,149
0.05658814683556557,0.9848718643188477,99,199
