train/loss/total,train/acc/total,epoch,step
2.506661891937256,0.3226030468940735,12,49
2.049976348876953,0.38162761926651,24,99
1.8608956336975098,0.4414081871509552,37,149
1.7784061431884766,0.47298115491867065,49,199
1.4855989217758179,0.5638970136642456,62,249
1.3117189407348633,0.6109253168106079,74,299
1.1677062511444092,0.6642962694168091,87,349
1.0008126497268677,0.7297949194908142,99,399
