train/loss/total,train/acc/total,epoch,step
0.31742265820503235,0.9308045506477356,24,49
0.16273236274719238,0.9561191201210022,49,99
0.10177166759967804,0.9741397500038147,74,149
0.06613851338624954,0.9837150573730469,99,199
