train/loss/total,train/acc/total,epoch,step
0.16656529903411865,0.9468418955802917,24,49
0.10150114446878433,0.9646956920623779,49,99
0.07088182121515274,0.9774672985076904,74,149
0.06681981682777405,0.9816550016403198,99,199
